Review ID,Rating,Feedback,ShowTime ID
4761,84,movie too long,8998
4762,46,clean theater,1499
4763,79,bad plot,3856
4764,39,dirty theater,2205
4765,22,uncomfortable seats,4860
4766,44,movie was predictable,6706
4767,63,good length film,7017
4768,75,good length film,7638
4769,19,bad characters,4791
4770,35,dirty theater,2302
4771,2,bad characters,4365
4772,24,uncomfortable seats,5203
4773,11,movie was engaging,2885
4774,33,uncomfortable seats,7737
4775,17,comfortable seats,2632
4776,19,movie was predictable,3429
4777,4,movie was boring,2922
4778,37,movie was boring,1180
4779,11,dirty theater,3485
4780,85,bad plot,8932
4781,55,bad plot,8190
4782,14,movie was boring,1274
4783,64,movie was boring,7588
4784,15,uncomfortable seats,8346
4785,16,uncomfortable seats,223
4786,80,uncomfortable seats,4445
4787,32,clean theater,1286
4788,65,bad plot,6618
4789,71,good plot,8185
4790,59,good plot,1302
4791,28,bad plot,9988
4792,20,movie too long,8253
4793,25,movie was predictable,1168
4794,88,good plot,8956
4795,8,good characters,3092
4796,51,comfortable seats,8981
4797,68,bad plot,4451
4798,70,bad characters,8663
4799,48,bad plot,1797
4800,81,good characters,1123
4801,32,movie too long,1750
4802,23,dirty theater,4811
4803,72,bad plot,2691
4804,2,movie too long,396
4805,3,dirty theater,5411
4806,45,movie was predictable,2322
4807,50,bad plot,9701
4808,62,bad plot,5973
4809,74,movie was engaging,2008
4810,7,good plot,38
4811,9,bad characters,1966
4812,81,movie was boring,8130
4813,86,good characters,4637
4814,47,good plot,4982
4815,73,good characters,8300
4816,44,dirty theater,7492
4817,76,movie was predictable,216
4818,28,movie was engaging,4647
4819,77,bad characters,8814
4820,17,movie was boring,7786
4821,4,good characters,8103
4822,49,dirty theater,2612
4823,81,movie was boring,5211
4824,60,comfortable seats,5929
4825,23,movie was predictable,5071
4826,20,good plot,2835
4827,35,good characters,8556
4828,28,uncomfortable seats,6122
4829,76,bad characters,7885
4830,61,clean theater,4457
4831,79,movie too long,6259
4832,22,movie was engaging,6869
4833,41,bad plot,9563
4834,50,movie too long,3487
4835,66,movie was engaging,5221
4836,15,movie too long,6276
4837,31,movie was predictable,725
4838,74,uncomfortable seats,6045
4839,73,good plot,2806
4840,13,movie was engaging,3250
4841,25,movie was boring,913
4842,51,comfortable seats,3419
4843,59,movie was engaging,6925
4844,32,movie was predictable,9461
4845,58,good plot,8028
4846,17,comfortable seats,6573
4847,58,movie was engaging,3099
4848,66,movie was predictable,1990
4849,58,comfortable seats,9197
4850,50,clean theater,2027
4851,80,good plot,1092
4852,11,movie too long,2813
4853,7,movie was boring,4222
4854,82,good plot,923
4855,68,bad characters,7527
4856,10,dirty theater,3893
4857,72,comfortable seats,7254
4858,30,comfortable seats,4384
4859,24,movie too long,8298
4860,51,bad plot,1028
4861,25,uncomfortable seats,3394
4862,59,dirty theater,6468
4863,10,clean theater,2059
4864,12,clean theater,3519
4865,58,comfortable seats,8684
4866,71,movie too long,8547
4867,74,movie was boring,2206
4868,16,movie was engaging,4047
4869,54,good plot,3466
4870,7,movie was boring,48
4871,11,good length film,2134
4872,74,movie was engaging,131
4873,70,bad plot,9932
4874,48,good plot,8803
4875,71,bad characters,6181
4876,27,comfortable seats,8338
4877,82,good characters,9
4878,65,movie was engaging,9259
4879,24,movie too long,3794
4880,66,bad characters,7152
4881,53,good length film,1565
4882,45,comfortable seats,8239
4883,8,movie was boring,9383
4884,59,clean theater,8426
4885,68,movie was predictable,6828
4886,55,bad characters,1111
4887,4,clean theater,73
4888,72,movie was engaging,3201
4889,54,movie was engaging,8086
4890,58,good characters,9476
4891,41,movie was engaging,9245
4892,46,dirty theater,775
4893,18,good plot,2073
4894,26,movie was boring,1592
4895,52,dirty theater,4249
4896,16,movie was predictable,9764
4897,54,dirty theater,4272
4898,13,good characters,4780
4899,44,bad plot,5558
4900,28,good characters,5832
4901,81,movie was engaging,8691
4902,78,good plot,5540
4903,32,bad plot,8420
4904,24,movie was boring,5023
4905,77,good length film,1788
4906,15,clean theater,2346
4907,22,dirty theater,9581
4908,40,movie was boring,9233
4909,63,uncomfortable seats,5617
4910,21,comfortable seats,9439
4911,65,bad characters,1842
4912,64,movie was predictable,5098
4913,75,dirty theater,9696
4914,50,good plot,656
4915,69,uncomfortable seats,1585
4916,32,movie was boring,5207
4917,39,dirty theater,2083
4918,68,good characters,1386
4919,74,bad plot,8738
4920,54,bad characters,3291
4921,4,comfortable seats,2800
4922,85,clean theater,1893
4923,33,movie was boring,9862
4924,90,movie was engaging,7712
4925,25,movie too long,4531
4926,8,good plot,6932
4927,11,movie was predictable,6730
4928,39,movie was boring,3392
4929,5,movie too long,7417
4930,23,bad characters,583
4931,40,dirty theater,4462
4932,59,bad plot,9986
4933,35,bad characters,1991
4934,23,clean theater,538
4935,90,comfortable seats,9983
4936,21,bad plot,8373
4937,69,uncomfortable seats,3616
4938,25,movie was boring,5473
4939,59,movie was boring,1231
4940,48,good characters,9771
4941,11,good plot,8870
4942,51,movie was predictable,8759
4943,69,movie was boring,9982
4944,59,good plot,4402
4945,10,movie too long,8647
4946,47,good length film,7559
4947,32,movie was predictable,4004
4948,64,movie was predictable,7022
4949,86,good characters,2672
4950,34,clean theater,1488
4951,18,good plot,1498
4952,53,clean theater,9606
4953,17,clean theater,26
4954,77,bad plot,6925
4955,40,comfortable seats,7100
4956,17,good characters,8758
4957,4,comfortable seats,3177
4958,23,dirty theater,9745
4959,66,movie too long,2416
4960,25,movie was boring,6301
4961,52,movie was engaging,3520
4962,53,dirty theater,8667
4963,27,movie was predictable,5954
4964,29,movie was engaging,4106
4965,38,movie too long,8164
4966,73,good characters,1084
4967,27,movie was engaging,6246
4968,35,good length film,2962
4969,49,comfortable seats,5857
4970,78,good characters,2330
4971,28,movie too long,3618
4972,86,clean theater,3764
4973,51,movie too long,2915
4974,31,bad characters,8418
4975,39,bad plot,5494
4976,57,bad characters,521
4977,10,movie was boring,8123
4978,87,comfortable seats,9776
4979,89,dirty theater,6751
4980,13,movie was engaging,8017
4981,48,good plot,4076
4982,78,dirty theater,947
4983,63,comfortable seats,1560
4984,10,dirty theater,1429
4985,72,good plot,7610
4986,10,good plot,4151
4987,34,movie too long,125
4988,43,movie was boring,9155
4989,54,clean theater,7473
4990,29,clean theater,7674
4991,13,clean theater,9881
4992,17,movie was engaging,7157
4993,89,good length film,8214
4994,59,comfortable seats,3246
4995,56,good characters,5786
4996,76,dirty theater,4253
4997,28,good characters,2019
4998,53,dirty theater,434
4999,23,movie was predictable,8173
5000,68,bad characters,1284
5001,45,clean theater,3030
5002,40,good plot,7541
5003,37,clean theater,3978
5004,6,good plot,26
5005,27,movie too long,8947
5006,15,clean theater,6597
5007,37,bad plot,5670
5008,70,uncomfortable seats,7153
5009,30,comfortable seats,8318
5010,60,movie was engaging,9637
5011,61,movie was engaging,2453
5012,82,movie was engaging,7595
5013,61,good plot,3216
5014,12,movie was engaging,5107
5015,41,movie was engaging,5453
5016,64,comfortable seats,9006
5017,5,clean theater,6352
5018,13,uncomfortable seats,2746
5019,3,movie too long,1208
5020,87,uncomfortable seats,5133
5021,64,movie too long,1481
5022,2,comfortable seats,338
5023,66,movie was boring,7993
5024,22,movie too long,1567
5025,7,good length film,283
5026,7,good length film,7581
5027,38,movie was boring,1154
5028,27,good plot,4407
5029,63,dirty theater,3727
5030,5,bad characters,3603
5031,18,bad plot,5878
5032,59,movie too long,4732
5033,27,movie was engaging,3215
5034,4,movie was engaging,9348
5035,88,dirty theater,9035
5036,9,clean theater,9561
5037,21,movie was boring,9084
5038,23,movie was predictable,8392
5039,46,movie was predictable,5210
5040,73,dirty theater,337
5041,31,movie was boring,2881
5042,48,uncomfortable seats,6044
5043,47,comfortable seats,7016
5044,32,clean theater,254
5045,46,movie was predictable,4574
5046,4,movie was predictable,7812
5047,12,movie too long,793
5048,42,comfortable seats,1253
5049,79,movie too long,221
5050,80,movie was predictable,5955
5051,76,movie was boring,4301
5052,47,good length film,8821
5053,66,bad plot,2085
5054,3,bad characters,3770
5055,43,comfortable seats,1345
5056,19,uncomfortable seats,2454
5057,76,movie was predictable,5906
5058,11,good length film,7463
5059,42,movie was engaging,9005
5060,59,good length film,794
5061,28,dirty theater,1885
5062,85,movie was boring,1326
5063,21,uncomfortable seats,5751
5064,9,good length film,9092
5065,63,good characters,2912
5066,80,bad characters,2077
5067,9,movie was boring,8097
5068,23,dirty theater,2489
5069,6,bad characters,4143
5070,2,movie was predictable,3660
5071,60,bad plot,6113
5072,43,bad characters,469
5073,69,movie was engaging,9478
5074,65,good length film,813
5075,74,uncomfortable seats,1876
5076,54,movie was engaging,8560
5077,37,bad characters,2626
5078,14,comfortable seats,7672
5079,23,movie was boring,4362
5080,58,bad plot,6816
5081,34,bad characters,8470
5082,17,good plot,7164
5083,54,good length film,147
5084,34,bad characters,7425
5085,32,good characters,3513
5086,84,bad characters,7573
5087,63,movie was engaging,5336
5088,2,good characters,1298
5089,82,bad characters,1131
5090,30,comfortable seats,6956
5091,66,dirty theater,5645
5092,31,clean theater,9831
5093,33,uncomfortable seats,1496
5094,60,good plot,532
5095,38,movie too long,9887
5096,50,dirty theater,6606
5097,15,good plot,8280
5098,30,movie was engaging,7840
5099,16,movie was engaging,8827
5100,7,good length film,8411
5101,19,bad characters,6508
5102,25,bad plot,7494
5103,45,bad characters,9134
5104,77,comfortable seats,729
5105,16,movie too long,992
5106,15,bad plot,8077
5107,69,good plot,2314
5108,80,movie was engaging,6781
5109,7,dirty theater,6347
5110,6,movie was boring,3615
5111,47,movie too long,2407
5112,10,good characters,9887
5113,59,clean theater,9169
5114,83,good plot,2203
5115,47,dirty theater,2112
5116,38,comfortable seats,5449
5117,73,movie was predictable,9043
5118,48,good plot,8069
5119,83,movie too long,4432
5120,58,uncomfortable seats,7563
5121,5,bad characters,6965
5122,19,good plot,9713
5123,63,uncomfortable seats,4990
5124,21,bad plot,2393
5125,27,clean theater,5981
5126,12,movie was engaging,2478
5127,14,good characters,1756
5128,54,good plot,5238
5129,48,uncomfortable seats,4959
5130,33,movie was boring,8282
5131,33,movie was engaging,8829
5132,52,movie was engaging,7603
5133,40,movie was predictable,5241
5134,12,uncomfortable seats,613
5135,68,movie was engaging,5428
5136,89,uncomfortable seats,6223
5137,27,bad characters,6658
5138,62,good length film,7260
5139,10,movie was boring,4971
5140,78,good characters,8245
5141,55,movie too long,9049
5142,47,movie was engaging,609
5143,86,movie was predictable,7907
5144,6,dirty theater,8503
5145,82,good plot,863
5146,90,good length film,3645
5147,23,dirty theater,2743
5148,46,bad characters,9679
5149,73,good characters,2620
5150,89,movie was predictable,1611
5151,64,comfortable seats,12
5152,24,good length film,1224
5153,58,good length film,8104
5154,39,movie was predictable,3178
5155,73,clean theater,7938
5156,27,good characters,7520
5157,77,good plot,9767
5158,21,comfortable seats,1373
5159,69,good characters,7716
5160,25,clean theater,314
5161,19,good length film,793
5162,89,movie was engaging,5777
5163,10,movie too long,4580
5164,45,clean theater,337
5165,11,movie was engaging,5831
5166,8,dirty theater,9342
5167,3,good plot,7043
5168,7,movie was boring,9042
5169,2,movie too long,7630
5170,65,good characters,8649
5171,38,dirty theater,7174
5172,88,movie was predictable,2986
5173,15,dirty theater,9940
5174,79,dirty theater,33
5175,60,bad characters,4806
5176,45,dirty theater,6418
5177,58,bad plot,5865
5178,58,uncomfortable seats,1291
5179,88,clean theater,9048
5180,29,clean theater,9190
5181,7,good length film,2130
5182,2,bad plot,3992
5183,90,dirty theater,3252
5184,80,good characters,101
5185,21,uncomfortable seats,6161
5186,18,good plot,1375
5187,80,comfortable seats,3573
5188,21,good plot,2879
5189,4,movie was predictable,9341
5190,79,comfortable seats,1873
5191,61,bad plot,9223
5192,69,uncomfortable seats,4837
5193,34,comfortable seats,7899
5194,67,movie was engaging,6807
5195,52,movie too long,749
5196,51,good length film,1067
5197,35,bad plot,1915
5198,79,good characters,4730
5199,62,movie was engaging,6097
5200,67,bad plot,945
5201,48,movie too long,792
5202,29,bad plot,8232
5203,19,good plot,5935
5204,21,comfortable seats,6167
5205,88,good plot,6027
5206,79,good length film,3112
5207,82,movie too long,1974
5208,83,movie was boring,5171
5209,75,clean theater,4776
5210,50,comfortable seats,7467
5211,47,good plot,5496
5212,39,good plot,3133
5213,5,movie was boring,4583
5214,56,good length film,5261
5215,78,movie was predictable,223
5216,73,good plot,9081
5217,62,uncomfortable seats,9745
5218,78,bad plot,6932
5219,41,good plot,2806
5220,33,dirty theater,3375
5221,31,good characters,1310
5222,69,dirty theater,517
5223,69,good characters,2328
5224,31,movie was engaging,1289
5225,66,movie was engaging,38
5226,27,uncomfortable seats,1590
5227,43,uncomfortable seats,5870
5228,76,uncomfortable seats,1048
5229,60,comfortable seats,7798
5230,89,movie was boring,5799
5231,41,uncomfortable seats,2195
5232,35,good length film,8824
5233,40,movie was boring,6345
5234,17,clean theater,5472
5235,60,movie was predictable,642
5236,45,movie too long,2765
5237,60,uncomfortable seats,3829
5238,66,movie was boring,1799
5239,12,good length film,5271
5240,65,bad characters,3553
5241,10,movie was boring,9941
5242,70,movie too long,3281
5243,58,bad plot,2676
5244,49,clean theater,2807
5245,67,good characters,4636
5246,24,good characters,7524
5247,16,movie was boring,3387
5248,16,movie was engaging,1620
5249,11,bad characters,9032
5250,79,bad plot,8074
5251,34,movie was engaging,5404
5252,72,movie was boring,9868
5253,68,comfortable seats,7116
5254,31,bad plot,7991
5255,24,good length film,341
5256,4,clean theater,7618
5257,16,bad plot,8994
5258,19,bad plot,7288
5259,41,dirty theater,8781
5260,44,uncomfortable seats,8837
5261,38,good length film,8426
5262,87,movie was engaging,3840
5263,60,movie was engaging,7540
5264,22,movie was engaging,5291
5265,81,good length film,4113
5266,59,bad plot,9104
5267,46,comfortable seats,7357
5268,57,movie was predictable,4954
5269,30,good characters,8220
5270,67,good characters,3332
5271,33,good plot,8871
5272,68,bad plot,1629
5273,5,bad characters,6429
5274,34,good length film,7144
5275,67,dirty theater,6969
5276,10,movie was boring,6288
5277,20,good characters,9038
5278,5,movie too long,319
5279,85,clean theater,6098
5280,52,movie was engaging,7648
5281,13,good plot,5647
5282,28,comfortable seats,1388
5283,87,clean theater,8606
5284,34,bad plot,1345
5285,7,clean theater,9266
5286,81,movie was engaging,5409
5287,4,bad characters,7494
5288,30,good length film,8148
5289,30,movie too long,7716
5290,35,bad characters,2403
5291,16,good plot,6441
5292,88,dirty theater,7142
5293,15,bad plot,526
5294,83,bad characters,5852
5295,49,movie was engaging,9746
5296,84,bad characters,9159
5297,63,clean theater,7307
5298,88,good characters,3588
5299,8,clean theater,1826
5300,61,bad plot,1319
5301,72,bad characters,493
5302,23,good characters,803
5303,34,bad characters,3879
5304,63,movie was boring,8049
5305,45,bad plot,6485
5306,25,movie was boring,4406
5307,89,good length film,7219
5308,18,clean theater,2975
5309,85,bad plot,5239
5310,87,clean theater,779
5311,68,clean theater,4217
5312,20,movie too long,6725
5313,54,movie too long,1291
5314,85,bad characters,3045
5315,42,good characters,1805
5316,79,comfortable seats,9241
5317,68,movie was predictable,236
5318,34,movie was engaging,6738
5319,64,movie was engaging,4959
5320,40,comfortable seats,1898
5321,72,bad plot,3704
5322,36,bad characters,2702
5323,19,bad characters,5150
5324,87,movie was boring,7460
5325,61,comfortable seats,3619
5326,40,comfortable seats,4845
5327,21,clean theater,1726
5328,32,good characters,3615
5329,89,movie too long,457
5330,14,good length film,9079
5331,19,bad characters,3268
5332,80,bad plot,7381
5333,77,good characters,2213
5334,24,good length film,2519
5335,65,bad plot,5295
5336,68,good characters,4879
5337,85,good characters,4728
5338,85,comfortable seats,3522
5339,65,movie was engaging,9597
5340,89,good length film,3185
5341,35,movie too long,2087
5342,76,movie was engaging,2888
5343,65,movie was engaging,575
5344,12,dirty theater,8894
5345,88,comfortable seats,8920
5346,78,clean theater,2458
5347,25,good plot,7466
5348,28,bad plot,4617
5349,84,good characters,6819
5350,51,movie was boring,5493
5351,4,uncomfortable seats,1140
5352,84,good plot,800
5353,82,clean theater,2197
5354,20,uncomfortable seats,3674
5355,64,comfortable seats,3046
5356,7,good length film,9779
5357,31,uncomfortable seats,8114
5358,75,movie too long,8246
5359,55,movie was boring,1911
5360,9,bad plot,8886
5361,21,movie was predictable,2512
5362,3,good plot,1116
5363,12,good characters,5378
5364,23,movie was boring,1423
5365,69,uncomfortable seats,8412
5366,76,movie was engaging,2289
5367,81,uncomfortable seats,7718
5368,31,dirty theater,6597
5369,48,comfortable seats,14
5370,68,good plot,1289
5371,50,uncomfortable seats,1673
5372,64,movie too long,3332
5373,47,movie was boring,6062
5374,4,dirty theater,5808
5375,50,movie was engaging,7240
5376,74,good plot,3801
5377,12,movie was boring,4190
5378,79,comfortable seats,286
5379,45,bad plot,697
5380,74,uncomfortable seats,2565
5381,74,clean theater,8467
5382,64,bad plot,545
5383,66,movie was engaging,4286
5384,16,uncomfortable seats,414
5385,46,bad characters,6920
5386,35,movie too long,9498
5387,19,good length film,8570
5388,65,movie was engaging,3488
5389,32,movie was predictable,4254
5390,37,movie too long,4337
5391,54,movie was engaging,4162
5392,4,good plot,4942
5393,50,clean theater,4339
5394,49,good plot,4575
5395,20,movie was engaging,5633
5396,5,dirty theater,5120
5397,44,uncomfortable seats,7573
5398,23,good characters,6026
5399,2,movie was predictable,2626
5400,37,movie was predictable,5498
5401,41,bad characters,9407
5402,12,comfortable seats,1286
5403,15,clean theater,2420
5404,65,good characters,2634
5405,44,bad plot,5080
5406,57,uncomfortable seats,3573
5407,35,bad characters,3890
5408,81,good length film,2463
5409,70,bad characters,9222
5410,2,uncomfortable seats,4233
5411,24,bad plot,4868
5412,77,good plot,9547
5413,89,good plot,9134
5414,70,bad characters,3685
5415,51,uncomfortable seats,3187
5416,70,good plot,3496
5417,83,movie was boring,5580
5418,54,comfortable seats,9327
5419,24,movie too long,1149
5420,17,clean theater,1045
5421,32,movie was boring,8073
5422,57,comfortable seats,7765
5423,35,bad characters,6689
5424,77,bad plot,3635
5425,45,good characters,9439
5426,73,good plot,9036
5427,8,bad plot,6882
5428,33,movie too long,5447
5429,18,comfortable seats,7837
5430,16,comfortable seats,1250
5431,9,comfortable seats,4276
5432,78,bad characters,5001
5433,63,uncomfortable seats,2608
5434,15,movie was predictable,595
5435,46,movie was boring,2360
5436,37,bad characters,4247
5437,90,good plot,5582
5438,9,dirty theater,5211
5439,33,comfortable seats,3463
5440,29,comfortable seats,5759
5441,58,bad plot,709
5442,79,comfortable seats,6657
5443,78,movie was boring,3617
5444,77,bad characters,7198
5445,10,comfortable seats,6334
5446,39,movie was boring,2761
5447,10,movie was engaging,8319
5448,24,movie was boring,8750
5449,65,movie was boring,2429
5450,89,bad plot,6285
5451,83,bad characters,6562
5452,55,uncomfortable seats,4539
5453,45,movie was predictable,6946
5454,63,movie was boring,9202
5455,11,movie was engaging,6354
5456,63,uncomfortable seats,5524
5457,71,good characters,4338
5458,49,movie was engaging,3238
5459,55,comfortable seats,2975
5460,85,bad characters,3109
5461,60,uncomfortable seats,1232
5462,70,bad plot,4787
5463,28,movie was engaging,4579
5464,36,good characters,8367
5465,32,comfortable seats,9730
5466,21,clean theater,5355
5467,80,movie was predictable,7349
5468,36,movie was predictable,5129
5469,47,bad characters,3254
5470,82,dirty theater,4381
5471,64,bad plot,6147
5472,68,movie was engaging,9157
5473,57,bad plot,8388
5474,47,dirty theater,286
5475,89,movie too long,5214
5476,44,uncomfortable seats,6285
5477,7,good characters,5123
5478,6,bad characters,6648
5479,83,clean theater,3104
5480,46,dirty theater,8931
5481,38,movie was predictable,5542
5482,85,movie was predictable,5961
5483,68,uncomfortable seats,1274
5484,56,good characters,5634
5485,61,good characters,2892
5486,83,clean theater,9396
5487,4,good characters,4073
5488,77,uncomfortable seats,4377
5489,49,movie too long,6170
5490,57,bad characters,3271
5491,27,bad plot,2178
5492,16,good length film,7025
5493,4,good length film,5097
5494,46,uncomfortable seats,8385
5495,31,clean theater,466
5496,2,uncomfortable seats,1794
5497,42,good plot,425
5498,49,good characters,9506
5499,89,bad characters,1530
5500,43,good characters,8668
5501,15,good plot,147
5502,22,good length film,895
5503,9,bad plot,1336
5504,12,movie was engaging,6284
5505,11,bad characters,2250
5506,12,movie too long,2453
5507,86,bad plot,3800
5508,34,clean theater,577
5509,48,bad characters,967
5510,34,comfortable seats,4728
5511,72,movie was engaging,4125
5512,43,good plot,5550
5513,35,movie was predictable,3729
5514,18,clean theater,9996
5515,79,good length film,2115
5516,36,dirty theater,927
5517,19,movie was boring,2029
5518,32,good characters,9034
5519,9,bad characters,5958
5520,81,comfortable seats,9935
5521,32,movie was boring,4057
5522,80,movie was engaging,8638
5523,25,dirty theater,8878
5524,71,comfortable seats,5838
5525,6,good length film,3231
5526,20,good plot,3698
5527,68,good characters,5034
5528,85,bad plot,8009
5529,85,bad characters,578
5530,62,good plot,5973
5531,59,uncomfortable seats,1227
5532,46,comfortable seats,8485
5533,65,bad characters,9189
5534,8,clean theater,929
5535,78,good characters,4079
5536,32,bad plot,9905
5537,55,movie was predictable,2510
5538,7,movie was engaging,4134
5539,3,good characters,9246
5540,83,comfortable seats,9623
5541,86,good plot,1591
5542,6,clean theater,3489
5543,71,dirty theater,7638
5544,59,movie too long,1856
5545,65,comfortable seats,1687
5546,41,good length film,1349
5547,67,bad characters,4423
5548,18,movie too long,2378
5549,75,movie too long,9624
5550,57,movie was engaging,1547
5551,46,good plot,8820
5552,28,bad plot,1401
5553,5,movie too long,7000
5554,75,good characters,6531
5555,85,movie was boring,9281
5556,53,clean theater,5703
5557,45,movie was predictable,6158
5558,12,bad plot,4693
5559,37,good plot,2124
5560,3,dirty theater,8068
5561,9,comfortable seats,9326
5562,52,clean theater,9550
5563,80,bad plot,2567
5564,64,good plot,3188
5565,71,good characters,6867
5566,6,clean theater,343
5567,14,uncomfortable seats,3137
5568,60,dirty theater,5925
5569,59,movie was predictable,5010
5570,65,uncomfortable seats,328
5571,7,good characters,645
5572,41,movie was engaging,663
5573,73,good characters,5646
5574,74,movie was engaging,9288
5575,4,good characters,8965
5576,83,movie was boring,2886
5577,12,movie was engaging,1541
5578,17,bad plot,9516
5579,83,good length film,3896
5580,80,bad characters,6969
5581,31,movie too long,5338
5582,73,comfortable seats,8988
5583,7,good length film,5928
5584,53,movie was engaging,8164
5585,78,dirty theater,6270
5586,13,dirty theater,5432
5587,36,good plot,3638
5588,43,uncomfortable seats,7404
5589,24,movie too long,5005
5590,24,comfortable seats,5246
5591,47,uncomfortable seats,1392
5592,58,movie was boring,9848
5593,39,good plot,720
5594,61,clean theater,5835
5595,27,good characters,3242
5596,69,good length film,171
5597,80,good plot,910
5598,61,movie too long,2739
5599,26,good plot,5263
5600,81,clean theater,930
5601,64,clean theater,4863
5602,56,good plot,9943
5603,35,good plot,5934
5604,84,movie was predictable,5304
5605,3,movie was engaging,3717
5606,42,good characters,3922
5607,39,good plot,7347
5608,19,good length film,4670
5609,38,movie was engaging,8725
5610,60,bad characters,536
5611,88,good characters,774
5612,44,bad plot,3443
5613,25,good length film,662
5614,56,good characters,6469
5615,42,good plot,9705
5616,68,comfortable seats,5902
5617,74,good length film,3411
5618,76,clean theater,5776
5619,81,bad plot,6698
5620,14,comfortable seats,8843
5621,59,good plot,3810
5622,19,uncomfortable seats,2221
5623,27,bad plot,7687
5624,68,movie too long,7054
5625,13,good length film,6083
5626,76,dirty theater,7017
5627,76,uncomfortable seats,7330
5628,61,clean theater,8845
5629,20,good plot,4460
5630,70,uncomfortable seats,9219
5631,47,good plot,8217
5632,51,good plot,4644
5633,5,good characters,6566
5634,24,movie was engaging,7601
5635,24,good plot,6098
5636,32,clean theater,9399
5637,23,bad characters,8359
5638,3,good plot,1083
5639,12,comfortable seats,239
5640,50,dirty theater,3227
5641,64,good characters,9979
5642,67,bad characters,4202
5643,21,good plot,9329
5644,85,bad characters,5132
5645,85,comfortable seats,8580
5646,70,dirty theater,6705
5647,66,dirty theater,3306
5648,81,clean theater,3864
5649,31,uncomfortable seats,2774
5650,79,bad plot,6077
5651,74,clean theater,2832
5652,26,good characters,4214
5653,79,movie too long,8433
5654,66,bad characters,7579
5655,24,bad characters,1024
5656,60,dirty theater,9798
5657,49,dirty theater,8128
5658,30,movie too long,4295
5659,65,movie was boring,2035
5660,84,bad characters,7637
5661,17,bad plot,5578
5662,46,uncomfortable seats,9197
5663,5,uncomfortable seats,5331
5664,8,good characters,2042
5665,71,movie was boring,1289
5666,51,good characters,7026
5667,74,movie was predictable,9780
5668,41,movie was engaging,8389
5669,15,good plot,3389
5670,27,movie was predictable,2783
5671,49,good characters,4809
5672,17,dirty theater,5023
5673,43,bad characters,5612
5674,24,good length film,6874
5675,53,comfortable seats,9642
5676,4,dirty theater,207
5677,3,comfortable seats,7119
5678,21,clean theater,5549
5679,31,clean theater,3769
5680,30,good characters,8009
5681,77,comfortable seats,923
5682,38,good plot,9783
5683,32,bad characters,8761
5684,47,good plot,2604
5685,36,movie was engaging,200
5686,2,good plot,3639
5687,13,bad characters,6427
5688,32,uncomfortable seats,2806
5689,33,movie was predictable,69
5690,30,movie too long,318
5691,51,movie was boring,8965
5692,85,clean theater,3354
5693,52,movie was engaging,3200
5694,26,dirty theater,7401
5695,45,uncomfortable seats,7567
5696,90,clean theater,2354
5697,82,dirty theater,1357
5698,16,good characters,4778
5699,21,movie was engaging,7646
5700,61,movie was engaging,7369
5701,52,movie was predictable,8129
5702,76,uncomfortable seats,9187
5703,46,movie was engaging,5182
5704,13,good plot,1340
5705,33,movie was engaging,4365
5706,73,dirty theater,6907
5707,54,good plot,9487
5708,67,good plot,6740
5709,22,movie was engaging,2327
5710,75,good plot,5069
5711,80,movie was engaging,7002
5712,33,bad plot,8255
5713,55,dirty theater,7829
5714,11,movie was engaging,7022
5715,40,bad characters,4400
5716,28,good plot,344
5717,23,bad characters,6860
5718,33,movie was predictable,9986
5719,63,good plot,3707
5720,22,good characters,6899
5721,84,movie was predictable,8759
5722,23,comfortable seats,9844
5723,7,bad plot,8204
5724,24,bad characters,7475
5725,69,good plot,4709
5726,36,movie was engaging,91
5727,5,bad plot,4301
5728,23,good plot,2106
5729,69,bad plot,1020
5730,68,movie was engaging,9785
5731,34,movie was boring,4747
5732,79,movie was engaging,9080
5733,72,good plot,1122
5734,10,clean theater,5708
5735,39,comfortable seats,9939
5736,23,movie was boring,8934
5737,54,good characters,2160
5738,35,movie too long,8470
5739,37,movie was predictable,7029
5740,83,dirty theater,7311
5741,60,movie was predictable,5499
5742,39,uncomfortable seats,2520
5743,55,bad characters,473
5744,87,good characters,6959
5745,51,movie was boring,754
5746,71,bad plot,9501
5747,23,good length film,8731
5748,27,dirty theater,5074
5749,69,uncomfortable seats,8220
5750,46,comfortable seats,9017
5751,64,good plot,5825
5752,17,uncomfortable seats,932
5753,27,comfortable seats,3948
5754,50,bad plot,5377
5755,56,movie was predictable,399
5756,46,good characters,4549
5757,2,uncomfortable seats,3651
5758,11,bad plot,7533
5759,50,bad characters,6964
5760,49,movie was predictable,3924
5761,5,uncomfortable seats,4672
5762,62,good characters,5266
5763,34,bad characters,1081
5764,37,dirty theater,4952
5765,67,good length film,1232
5766,86,bad plot,3034
5767,9,movie was engaging,4254
5768,90,good characters,8041
5769,34,movie was predictable,4082
5770,52,movie was boring,8070
5771,77,good plot,6229
5772,62,uncomfortable seats,6013
5773,54,dirty theater,5188
5774,59,movie was predictable,9282
5775,27,bad characters,1627
5776,75,bad characters,2024
5777,25,uncomfortable seats,3174
5778,80,good plot,7860
5779,70,movie was predictable,163
5780,59,movie too long,8297
5781,6,uncomfortable seats,4737
5782,61,good plot,6682
5783,67,bad characters,1317
5784,39,bad plot,3626
5785,72,movie too long,3868
5786,33,uncomfortable seats,6679
5787,34,movie was predictable,8803
5788,23,bad plot,262
